saddr,success,ttl
77.70.255.250,0,244
84.234.155.219,1,60
89.10.134.184,0,55
185.178.7.63,0,55
79.160.38.90,1,124
84.49.147.45,0,55
82.134.93.199,0,56
217.144.253.171,1,57
81.191.27.239,0,53
85.252.104.94,0,247
185.144.128.226,0,250
80.232.64.6,0,247
185.62.163.39,1,245
84.205.62.19,0,53
62.176.223.208,0,249
5.100.187.179,0,5
194.127.198.163,0,251
77.88.86.218,0,56
84.205.40.210,1,50
80.202.235.198,0,57
62.92.109.1,0,56
89.250.118.3,1,248
80.232.2.34,0,52
185.226.151.99,0,58
89.10.246.181,0,55
212.89.122.57,0,55
84.234.155.219,1,60
89.151.255.58,0,251
213.161.249.161,0,246
80.239.110.145,0,52
79.160.136.204,0,59
89.10.246.5,0,55
195.181.154.226,0,42
79.161.180.8,0,252
176.125.244.150,0,56
62.89.53.184,0,57
193.58.241.99,0,58
87.238.47.128,0,60
155.4.4.51,0,48
80.254.37.252,0,55
5.100.176.170,0,5
89.10.132.4,0,247
82.194.208.145,1,52
217.144.253.171,1,57
85.93.252.201,0,107
82.148.177.181,0,55
95.141.92.137,0,250
84.205.39.49,1,51
195.254.202.2,0,248
79.160.178.219,0,252
212.20.203.76,0,249
89.10.126.37,0,55
80.232.108.182,1,56
195.204.32.125,0,245
139.106.83.120,0,58
82.134.42.153,0,249
185.195.141.181,0,57
84.205.40.210,1,50
81.166.74.112,0,60
85.19.221.185,0,245
84.16.199.209,0,250
193.220.53.54,1,49
91.90.109.161,0,208
82.199.30.112,0,55
109.247.200.80,0,252
134.90.147.21,0,251
85.164.232.195,1,53
87.238.44.235,0,60
80.232.93.21,0,248
84.205.35.179,1,51
84.48.3.62,0,251
141.0.85.96,0,250
178.174.119.152,0,56
188.93.191.47,0,245
185.101.0.39,0,251
84.205.39.49,1,51
89.10.147.227,0,56
139.98.38.213,0,56
84.48.109.193,0,56
87.248.23.73,0,56
185.170.250.166,0,57
89.10.167.136,0,57
77.223.170.27,0,52
80.232.108.182,1,56
94.124.74.187,0,249
91.220.196.172,0,58
91.227.249.251,0,57
193.220.184.169,0,245
195.159.108.157,0,55
193.220.53.54,1,49
84.234.155.219,1,60
89.10.101.16,0,56
91.90.42.26,1,57
85.164.232.195,1,53
185.226.151.206,0,58
84.205.35.179,1,51
79.160.38.90,1,124
217.144.253.171,1,57
185.62.163.39,1,245
81.175.2.19,0,245
188.113.122.199,0,58
129.240.189.147,0,55
89.10.161.52,0,57
83.243.216.37,0,55
84.205.40.210,1,50
89.250.118.3,1,248
84.210.152.230,0,54
84.210.192.159,0,57
178.232.116.174,0,56
83.243.249.133,0,55
195.159.29.12,0,55
80.203.83.148,0,60
89.10.180.223,0,247
81.27.46.247,0,56
146.192.139.127,0,249
178.232.32.155,0,54
83.243.208.224,0,55
82.194.208.145,1,52
84.210.193.30,0,56
