saddr,success,ttl
185.62.162.193,1,243
85.252.104.94,0,245
185.60.161.39,0,246
62.176.218.208,0,246
89.10.134.184,0,53
84.49.147.45,0,53
79.160.38.90,1,117
81.191.27.239,0,52
80.202.235.198,0,54
84.234.155.219,1,52
82.134.93.199,0,53
91.135.34.56,1,54
151.249.118.117,0,248
87.238.42.128,0,57
79.161.180.8,0,245
81.167.48.180,0,245
81.167.171.195,1,54
80.232.2.34,0,49
77.88.86.218,0,54
185.59.214.7,1,242
62.89.61.151,0,54
80.232.64.6,0,244
82.146.92.186,0,3
91.90.42.213,0,140
89.151.255.58,0,248
62.92.109.1,0,54
95.141.95.69,1,113
80.239.110.145,0,49
85.93.255.176,0,50
79.160.136.204,0,51
91.186.72.185,1,241
89.10.246.181,0,52
148.82.252.43,0,247
89.10.246.5,0,52
194.31.39.69,0,57
87.238.39.235,0,57
109.247.86.79,0,244
155.4.4.51,0,46
89.10.126.37,0,52
141.195.38.108,0,46
5.100.183.179,0,50
109.68.89.175,0,246
82.134.6.160,0,247
46.249.234.49,0,48
89.10.132.4,0,244
185.112.24.130,0,244
80.232.108.182,1,53
82.148.177.181,0,49
79.160.178.219,0,244
91.218.185.172,0,53
45.154.232.17,0,56
91.90.104.161,0,245
84.16.198.171,0,247
85.19.221.185,0,242
80.232.93.21,0,245
85.93.247.201,0,50
109.247.200.80,0,244
85.164.232.195,1,50
81.167.49.87,0,244
141.0.85.96,0,244
139.106.83.120,0,55
82.134.42.153,0,246
193.156.214.239,0,240
147.12.39.55,0,51
151.249.117.210,0,248
213.138.180.156,0,52
89.20.236.1,0,242
82.199.11.237,0,54
81.95.86.136,0,50
185.161.59.6,1,54
77.70.255.250,0,238
89.20.232.171,0,52
193.220.184.169,0,241
139.98.38.213,0,53
89.10.167.136,0,55
89.10.147.227,0,53
188.93.186.40,0,51
195.159.108.157,0,53
109.247.30.236,0,246
31.169.54.71,0,243
89.45.165.1,0,245
143.110.111.220,0,98
217.13.2.201,0,246
193.214.111.224,0,53
193.215.40.194,0,53
92.220.228.202,1,239
77.95.72.60,0,243
193.156.192.69,1,240
158.37.63.55,0,55
46.249.230.174,0,50
87.248.18.73,0,54
84.48.109.193,0,50
89.10.101.16,0,53
185.55.104.38,1,54
89.10.217.13,0,53
94.139.65.19,0,241
89.10.176.81,0,245
80.202.235.91,0,54
82.199.20.125,0,54
91.90.43.237,0,245
84.205.55.55,1,50
213.167.116.194,0,244
213.138.180.78,0,52
213.52.122.157,0,244
213.128.189.84,0,51
85.113.180.229,0,104
62.97.222.124,0,55
185.45.176.189,0,50
109.247.12.95,0,247
88.89.93.231,0,54
178.249.127.91,0,244
84.205.51.11,0,48
77.40.226.114,0,54
89.10.82.158,0,52
93.124.130.51,0,242
193.156.152.1,0,240
155.4.245.210,1,51
85.93.244.190,0,50
62.89.51.18,0,54
129.240.189.147,0,59
92.221.22.135,1,50
193.214.69.161,0,246
185.24.191.133,0,50
62.97.244.209,0,246
195.1.248.173,0,245
85.19.205.41,0,245
148.82.209.236,0,247
185.190.36.45,0,51
87.238.58.181,0,57
82.199.27.142,0,54
213.128.166.1,0,51
87.238.51.175,0,57
82.196.207.180,0,53
176.111.192.2,0,247
109.169.119.84,0,50
109.247.64.239,0,244
193.213.103.30,0,245
81.26.53.142,1,50
79.161.81.133,0,244
147.111.132.137,1,242
37.202.57.152,0,56
79.161.140.198,0,244
195.139.12.136,0,245
147.12.36.91,0,50
86.62.148.229,0,50
193.213.202.5,0,243
213.145.182.133,0,246
153.110.240.109,0,244
46.9.97.150,0,53
85.221.33.169,0,52
62.92.230.37,0,246
85.89.19.227,1,54
82.199.10.193,0,54
193.212.240.221,0,245
139.98.49.213,0,247
79.160.115.225,1,52
84.48.98.185,0,50
109.247.196.173,0,243
212.67.52.167,0,243
185.58.138.137,0,47
85.93.251.10,0,50
143.97.251.159,1,241
89.10.161.52,0,55
141.195.32.87,0,47
62.101.225.169,0,245
109.247.15.156,1,52
89.20.231.1,0,244
185.41.16.246,0,240
82.134.8.18,1,117
85.252.188.10,0,243
5.100.179.165,0,50
178.255.150.127,0,246
217.170.136.240,0,53
92.220.63.27,0,246
178.248.103.16,0,49
109.247.13.133,0,245
46.226.14.97,1,53
217.118.32.33,0,244
89.207.142.241,0,49
78.26.25.189,0,46
139.105.36.136,1,241
82.148.173.225,0,50
193.220.53.54,1,43
185.211.75.73,0,46
194.63.250.168,1,56
195.204.36.138,0,243
84.49.143.92,0,55
46.212.98.185,0,49
78.26.39.66,0,1
109.247.191.239,0,246
84.214.147.10,1,53
82.199.18.184,0,54
185.226.201.203,0,46
95.128.104.206,1,244
195.204.58.84,0,54
85.167.115.249,0,52
62.97.208.216,0,246
185.181.60.232,0,54
84.48.119.78,0,50
82.199.30.131,0,54
213.52.114.177,0,244
109.247.65.213,0,244
84.212.225.15,0,51
89.10.145.247,0,53
89.10.227.134,0,54
193.213.34.137,0,243
193.71.50.104,0,244
213.145.173.113,0,244
148.252.108.29,0,247
78.31.87.83,0,51
193.178.220.86,0,193
195.204.38.62,0,243
212.67.54.71,0,243
62.97.196.9,0,246
86.105.21.7,0,242
193.32.110.89,1,116
80.203.121.65,0,55
84.48.119.230,0,50
84.49.149.85,0,52
155.4.123.164,1,42
62.50.180.8,0,244
193.220.187.84,0,241
193.212.57.25,0,240
81.95.92.246,0,49
84.205.51.198,0,48
178.164.12.15,1,244
84.16.212.223,0,247
139.98.192.16,0,247
89.10.100.119,0,53
193.150.23.113,0,54
152.65.33.70,0,55
141.0.91.63,0,244
129.241.75.172,0,50
5.100.186.173,0,50
88.93.160.87,1,117
213.145.185.18,0,246
151.249.123.172,0,56
82.148.163.145,1,53
82.134.45.91,0,246
185.181.62.202,0,55
83.243.218.174,1,51
213.184.210.171,0,243
147.12.49.150,1,114
89.254.20.89,0,49
91.90.41.100,0,246
139.106.81.28,0,55
129.241.18.61,0,49
89.10.202.214,0,52
213.161.225.76,0,243
89.10.221.211,0,49
212.89.120.166,1,49
213.138.183.147,0,30
31.24.131.125,0,53
185.35.200.77,0,54
80.212.15.193,0,55
178.72.33.76,1,52
81.88.67.175,0,49
85.164.11.149,0,53
82.148.185.255,1,49
87.238.39.211,0,57
46.255.23.206,1,50
217.170.205.77,1,53
178.174.122.240,0,49
84.234.221.8,0,51
84.210.144.168,0,54
81.95.91.248,0,49
89.10.118.221,0,53
185.174.85.67,0,244
193.214.111.201,0,245
84.48.82.167,0,49
79.171.85.201,1,246
195.64.118.132,0,52
85.252.185.157,0,52
139.98.38.3,0,53
80.232.19.113,0,245
109.247.86.95,0,247
185.101.1.175,0,243
82.134.36.229,0,246
62.89.44.44,0,54
146.247.171.73,0,242
82.148.186.178,0,49
185.146.103.163,0,240
213.138.174.227,0,52
89.10.107.37,1,52
213.236.164.159,0,242
93.124.197.74,0,245
80.232.2.67,0,49
85.93.239.51,0,50
193.213.191.33,0,244
85.158.84.1,0,246
193.220.109.52,1,42
91.241.2.233,0,239
139.98.191.196,0,247
46.212.201.166,0,49
77.223.167.111,0,50
62.97.227.119,0,246
138.62.122.215,1,242
171.23.141.48,0,244
193.214.43.173,0,244
89.207.138.240,0,49
212.81.50.62,0,51
77.95.72.77,0,240
217.168.82.226,0,245
217.17.208.67,0,241
84.48.117.109,0,50
62.97.224.12,0,246
213.236.148.41,0,242
85.200.230.99,0,246
62.97.223.129,0,246
213.138.165.90,0,52
155.4.241.156,1,50
37.202.25.25,0,48
195.159.231.17,0,245
81.95.91.56,0,49
89.10.186.232,0,52
79.161.223.63,0,244
139.98.41.34,0,53
91.184.144.124,0,243
77.88.91.114,0,245
217.149.127.228,0,244
82.134.45.145,0,191
85.93.228.1,0,50
88.84.59.111,0,50
141.195.16.26,0,50
193.215.147.229,0,242
