saddr,success,ttl
185.178.7.63,0,49
89.10.134.184,0,53
84.234.155.219,1,52
77.70.255.250,0,238
217.144.253.171,1,54
85.252.104.94,0,245
84.49.147.45,0,53
79.160.38.90,1,117
82.134.93.199,0,53
81.191.27.239,0,52
185.144.128.226,0,242
77.222.176.151,0,240
62.176.223.208,0,246
185.62.163.39,1,243
148.82.185.174,0,247
81.167.171.195,1,54
192.190.190.34,0,246
80.232.64.6,0,244
84.205.62.19,0,50
80.202.235.198,0,54
89.250.118.3,1,246
77.88.86.218,0,54
62.92.109.1,0,54
185.226.151.99,0,55
80.232.2.34,0,49
89.10.246.181,0,52
5.100.187.179,0,3
194.127.198.163,0,248
193.58.241.99,0,55
87.238.47.128,0,57
62.89.53.184,0,54
89.151.255.58,0,248
139.98.74.75,0,247
80.239.110.145,0,49
79.160.136.204,0,51
213.161.249.161,0,243
89.10.246.5,0,52
195.181.154.226,0,105
212.89.122.57,0,49
155.4.4.51,0,46
176.125.244.150,0,50
84.205.40.210,0,48
148.82.252.43,0,247
89.10.132.4,0,244
82.194.208.145,1,50
85.93.252.201,0,50
5.100.176.170,0,3
84.210.152.230,0,48
95.141.92.137,0,247
195.254.202.2,0,246
82.148.177.181,0,49
82.134.6.160,0,247
79.160.178.219,0,244
84.205.39.49,1,48
212.20.203.76,0,246
80.232.108.182,1,53
89.10.126.37,0,52
139.106.83.120,0,55
82.134.42.153,0,246
91.90.109.161,0,206
82.199.30.112,0,54
185.195.141.181,0,52
85.19.221.185,0,242
84.16.199.209,0,247
134.90.147.21,0,248
193.220.53.54,1,43
87.238.44.235,0,57
80.232.93.21,0,245
141.0.85.96,0,244
85.164.232.195,1,50
84.205.35.179,1,48
178.174.119.152,0,50
188.93.191.47,0,243
81.95.91.136,0,49
139.98.38.213,0,53
89.10.147.227,0,53
87.248.23.73,0,54
89.10.167.136,0,55
84.48.109.193,0,50
185.101.0.39,0,243
139.98.30.216,0,247
94.124.74.187,0,246
88.87.53.141,0,54
77.223.170.27,0,50
213.161.176.98,0,241
91.227.249.251,0,54
109.247.30.236,0,246
148.82.216.68,0,247
155.4.175.221,0,45
193.220.184.169,0,241
158.37.63.55,0,55
195.159.108.157,0,53
193.156.192.69,1,240
195.181.158.117,0,105
212.89.122.74,0,49
85.113.185.229,0,240
178.232.48.225,0,52
91.90.42.26,1,54
193.156.214.239,0,240
89.10.101.16,0,53
185.47.42.189,0,55
185.226.151.206,0,55
79.135.24.64,1,50
80.202.235.91,0,54
82.199.10.42,0,54
147.12.35.64,0,51
89.10.38.80,0,248
45.80.144.40,0,242
45.138.239.47,0,245
213.52.122.157,0,244
89.10.176.81,0,245
194.63.248.166,0,56
89.10.82.158,0,52
193.214.111.224,0,53
85.93.239.37,0,50
213.234.65.251,0,34
129.240.189.147,0,59
185.35.203.124,0,54
139.98.28.72,0,247
92.220.228.202,1,239
93.124.130.51,0,242
88.89.93.231,0,54
155.4.245.210,1,51
81.166.148.47,0,244
